Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Kimden,Orjinal,Lokal boyalı,Boyalı,Değişmiş,Belirtilmemiş,Üretim Yılı (İlk/Son),Sınıfı,Ortalama Kasko,Ortalama Trafik Sigortası,Silindir Sayısı,Tork,Maksimum Güç,Minimum Güç,Hızlanma (0-100),Maksimum Hız,Ortalama Yakıt Tüketimi,Şehir İçi Yakıt Tüketimi,Şehir Dışı Yakıt Tüketimi,Uzunluk,Genişlik,Yükseklik,Ağırlık,Boş Ağırlığı,Koltuk Sayısı,Bagaj Hacmi,Ön Lastik,Aks Aralığı
1.385.000TL,05 Şubat 2026,Hyundai,Bayon,1.0 T-GDI Style,2022,22.500 km,Yarı Otomatik,Benzin,SUV,Gri (metalik),998 cc,100 hp,Önden Çekiş,"5,8 lt",40 lt,1 değişen,Sahibinden,-,-,-,Ön Tampon,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Arka Tampon,2021 - 2024,B Segment,12.784TL,11.994TL,3.0,172 nm,6000 rpm,1500 rpm,"11,7 sn",180 km/s,"5,8 lt","7,8 lt",6 lt,4180 mm,1775 mm,1500 mm,,1195 kg,5.0,411 lt,205/55 R17,2580.0
1.475.000TL,05 Şubat 2026,Hyundai,Tucson,1.6 GDi Elite,2015,118.000 km,Otomatik,Benzin,SUV,Siyah,1591 cc,132 hp,Önden Çekiş,"7,4 lt",62 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2015 - 2019,I Segment,17.784TL,14.972TL,4.0,160 nm,6300 rpm,4850 rpm,"12,1 sn",170 km/s,"7,4 lt","9,8 lt",6 lt,4475 mm,1850 mm,1660 mm,2005 kg,1480 kg,5.0,488 lt,245/45 R19,2670.0
1.599.999TL,05 Şubat 2026,Hyundai,Tucson,1.6 T-GDi Elite Plus,2015,57.500 km,Düz,Benzin,SUV,Gri,1591 cc,177 hp,Önden Çekiş,"7,3 lt",62 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2015 - 2016,I Segment,20.481TL,14.972TL,4.0,265 nm,5500 rpm,4500 rpm,"9,2 sn",205 km/s,"7,3 lt","9,8 lt","5,8 lt",4475 mm,1850 mm,1660 mm,2050 kg,1524 kg,5.0,488 lt,245/45 R19,2670.0
2.120.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi N Line Plus,2020,88.000 km,Yarı Otomatik,Dizel,SUV,Gri,1598 cc,136 hp,4WD (Sürekli),"5,1 lt",62 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2020 - 2021,I Segment,19.205TL,11.668TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"5,1 lt","5,1 lt","5,2 lt",4480 mm,1850 mm,1660 mm,2202 kg,1676 kg,5.0,513 lt,245/45 R19,2670.0
2.560.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite Plus,2023,27.000 km,Yarı Otomatik,Dizel,SUV,Gri,1598 cc,136 hp,4WD (Sürekli),"6,3 lt",54 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2021 - 2024,I Segment,15.556TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,6 sn",180 km/s,"6,3 lt","6,8 lt","5,5 lt",4500 mm,1865 mm,1650 mm,2244 kg,1635 kg,5.0,598 lt,235/50 R19,2680.0
1.330.000TL,04 Şubat 2026,Hyundai,Kona,1.0 T-GDI Style,2022,88.128 km,Otomatik,Benzin,SUV,Kırmızı,998 cc,120 hp,Önden Çekiş,"5,3 lt",50 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2023,B Segment,14.658TL,12.837TL,3.0,200 nm,6000 rpm,1500 rpm,11 sn,180 km/s,"5,3 lt",6 lt,"4,9 lt",4205 mm,1800 mm,1550 mm,,1342 kg,5.0,374 lt,205/60 R16,2600.0
1.470.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 T-GDi Elite,2016,99.800 km,Yarı Otomatik,LPG & Benzin,SUV,Beyaz,1591 cc,177 hp,Önden Çekiş,"7,1 lt",62 lt,1 değişen,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,Motor Kaputu,-,2016 - 2018,I Segment,16.927TL,11.275TL,4.0,265 nm,5500 rpm,4500 rpm,"9,1 sn",201 km/s,"7,1 lt",9 lt,6 lt,4475 mm,1850 mm,1660 mm,2135 kg,1609 kg,5.0,488 lt,245/45 R19,2670.0
2.390.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Prime,2024,12.500 km,Yarı Otomatik,Dizel,SUV,Lacivert,1598 cc,136 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,I Segment,18.370TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,4 sn",180 km/s,"5,7 lt","5,8 lt","5,1 lt",4500 mm,1865 mm,1650 mm,2185 kg,1576 kg,5.0,598 lt,235/55 R18,2680.0
2.250.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite Plus,2022,79.000 km,Otomatik,Dizel,SUV,Gri (titanyum),,126 - 150 HP,Arkadan İtiş,,,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2.300.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2022,42.500 km,Yarı Otomatik,Dizel,SUV,Kahverengi,1598 cc,136 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,I Segment,16.541TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,4 sn",180 km/s,"5,7 lt","5,8 lt","5,1 lt",4500 mm,1865 mm,1650 mm,2185 kg,1576 kg,5.0,598 lt,235/50 R19,2680.0
950.000TL,04 Şubat 2026,Hyundai,ix35,1.6 GDI Style Plus,2011,169.074 km,Düz,Benzin,SUV,Siyah,1591 cc,135 hp,Önden Çekiş,"6,8 lt",55 lt,6 boyalı,Sahibinden,Arka Kaput Tavan Sol Ön Kapı Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sol Arka Kapı Sağ Ön Çamurluk,-,-,2011 - 2013,I Segment,15.191TL,10.680TL,4.0,165 nm,6300 rpm,4850 rpm,"11,1 sn",160 km/s,"6,8 lt","8,2 lt",6 lt,4410 mm,1820 mm,1670 mm,1947 kg,1397 kg,5.0,591 lt,225/60 R17,2640.0
1.270.000TL,04 Şubat 2026,Hyundai,ix35,1.6 GDI Elite,2015,96.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",55 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2012 - 2015,I Segment,13.470TL,11.050TL,4.0,165 nm,6300 rpm,4850 rpm,"11,1 sn",160 km/s,"6,8 lt","8,2 lt",6 lt,4410 mm,1820 mm,1670 mm,1947 kg,1397 kg,5.0,591 lt,225/60 R17,2640.0
600.000TL,04 Şubat 2026,Hyundai,Santa Fe,2.0 CRDi Premium,2006,227.000 km,Otomatik,Dizel,SUV,Gri (Gümüş),1991 cc,126 hp,4WD (Sürekli),"8,6 lt",65 lt,"3 değişen, 9 boyalı",Sahibinden,Tavan,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sol Arka Kapı Sol Ön Çamurluk Ön Tampon Arka Tampon,Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu,-,2005 - 2008,I Segment,,,4.0,290 nm,4000 rpm,2000 rpm,,,"8,6 lt","9,4 lt","6,4 lt",4500 mm,1845 mm,1710 mm,2380 kg,1820 kg,5.0,690 lt,225/70 R16 T,2620.0
1.720.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2020,74.000 km,Yarı Otomatik,Dizel,SUV,Bej,1598 cc,136 hp,Önden Çekiş,"4,8 lt",62 lt,4 boyalı,Sahibinden,-,-,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sağ Ön Çamurluk,-,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2018 - 2021,I Segment,17.340TL,11.450TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"4,8 lt","4,9 lt","4,7 lt",4480 mm,1850 mm,1660 mm,2108 kg,1582 kg,5.0,513 lt,245/45 R19,2670.0
1.930.000TL,04 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2019,125.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,1598 cc,136 hp,4WD (Sürekli),"5,1 lt",62 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2018 - 2021,I Segment,17.340TL,11.450TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"5,1 lt","5,1 lt","5,2 lt",4480 mm,1850 mm,1660 mm,2202 kg,1676 kg,5.0,513 lt,245/45 R19,2670.0
1.685.000TL,04 Şubat 2026,Hyundai,Kona,1.6 CRDI Elite Smart,2020,20.000 km,Yarı Otomatik,Dizel,SUV,Bordo,1598 cc,136 hp,Önden Çekiş,"4,4 lt",50 lt,2 lokal boyalı,Sahibinden,-,Sağ Arka Kapı Sağ Ön Kapı,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2019 - 2021,B Segment,16.069TL,12.837TL,4.0,320 nm,4000 rpm,1750 rpm,"9,8 sn",191 km/s,"4,4 lt","4,7 lt","4,2 lt",4165 mm,1800 mm,1565 mm,1880 kg,1417 kg,5.0,361 lt,235/45 R18,2600.0
1.992.000TL,13 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2020,39.000 km,Yarı Otomatik,Dizel,SUV,Füme,1598 cc,136 hp,4WD (Sürekli),"5,1 lt",62 lt,"1 değişen, 3 boyalı",Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk,-,Sağ Ön Kapı Ön Tampon Arka Tampon,Sağ Arka Kapı,-,2018 - 2021,I Segment,17.340TL,11.450TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"5,1 lt","5,1 lt","5,2 lt",4480 mm,1850 mm,1660 mm,2202 kg,1676 kg,5.0,513 lt,245/45 R19,2670.0
2.699.000TL,13 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2024,17.000 km,Yarı Otomatik,Dizel,SUV,Gri (Gümüş),1598 cc,136 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,I Segment,16.541TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,4 sn",180 km/s,"5,7 lt","5,8 lt","5,1 lt",4500 mm,1865 mm,1650 mm,2185 kg,1576 kg,5.0,598 lt,235/50 R19,2680.0
1.720.000TL,13 Şubat 2026,Hyundai,Bayon,1.0 T-GDI Elite,2025,6.004 km,Yarı Otomatik,Benzin,SUV,Kırmızı,998 cc,100 hp,Önden Çekiş,"5,8 lt",40 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,B Segment,12.704TL,18.817TL,3.0,172 nm,6000 rpm,1500 rpm,"12,4 sn",176 km/s,"5,8 lt",,,4180 mm,1775 mm,1500 mm,,1195 kg,5.0,411 lt,205/55 R17,2580.0
1.850.000TL,13 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2020,93.000 km,Yarı Otomatik,Dizel,SUV,Kahverengi,1598 cc,136 hp,Önden Çekiş,"4,8 lt",62 lt,1 boyalı,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon,-,Arka Tampon,-,-,2018 - 2021,I Segment,17.340TL,11.450TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"4,8 lt","4,9 lt","4,7 lt",4480 mm,1850 mm,1660 mm,2108 kg,1582 kg,5.0,513 lt,245/45 R19,2670.0
985.000TL,13 Şubat 2026,Hyundai,ix35,1.6 GDI Style Plus,2013,152.555 km,Düz,LPG & Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",55 lt,4 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sağ Arka Kapı Sağ Ön Kapı Tavan Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,-,Sol Arka Çamurluk Sol Arka Kapı Sol Ön Kapı Sol Ön Çamurluk,-,-,2011 - 2013,I Segment,15.191TL,10.680TL,4.0,165 nm,6300 rpm,4850 rpm,"11,1 sn",160 km/s,"6,8 lt","8,2 lt",6 lt,4410 mm,1820 mm,1670 mm,1947 kg,1397 kg,5.0,591 lt,225/60 R17,2640.0
640.000TL,13 Şubat 2026,Hyundai,Tucson,2.0 CRDi,2008,270.000 km,Otomatik,Dizel,SUV,Siyah,1991 cc,112 hp,Önden Çekiş,8 lt,58 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2005 - 2009,I Segment,,12.036TL,4.0,245 nm,4000 rpm,1800 rpm,"16,1 sn",162 km/s,8 lt,"10,1 lt","6,7 lt",4325 mm,1830 mm,1730 mm,,1698 kg,5.0,325 lt,235/60 R16,2630.0
2.460.000TL,13 Şubat 2026,Hyundai,Ioniq 5,Progressive,2022,43.000 km,Otomatik,Elektrik,SUV,Gri,-,301 - 325 HP,AWD (Elektronik),,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.489.500TL,13 Şubat 2026,Hyundai,Bayon,1.4 MPI Style,2024,19.500 km,Otomatik,Benzin,SUV,Füme,1368 cc,100 hp,Önden Çekiş,"6,6 lt",40 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,B Segment,12.006TL,11.650TL,4.0,134 nm,6000 rpm,3500 rpm,"13,7 sn",176 km/s,"6,6 lt","9,4 lt","6,6 lt",4180 mm,1775 mm,1500 mm,,1162 kg,5.0,411 lt,205/55 R17,2580.0
1.275.000TL,12 Şubat 2026,Hyundai,ix35,1.6 GDI Style Desing Pack,2015,140.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",55 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2015 - 2015,I Segment,14.838TL,11.554TL,4.0,165 nm,6300 rpm,4850 rpm,"11,1 sn",160 km/s,"6,8 lt","8,2 lt",6 lt,4410 mm,1820 mm,1670 mm,1947 kg,1397 kg,5.0,591 lt,225/60 R17,2640.0
1.480.000TL,12 Şubat 2026,Hyundai,Kona,1.6 CRDI Elite Smart,2020,57.000 km,Yarı Otomatik,Dizel,SUV,Kırmızı,1598 cc,136 hp,Önden Çekiş,"4,4 lt",50 lt,"2 değişen, 1 lokal boyalı",Sahibinden,Sağ Arka Çamurluk Arka Kaput Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon,Sol Arka Kapı,-,Sol Arka Çamurluk Arka Tampon,-,2019 - 2020,B Segment,16.069TL,12.837TL,4.0,320 nm,4000 rpm,1750 rpm,"9,8 sn",191 km/s,"4,4 lt","4,7 lt","4,2 lt",4165 mm,1800 mm,1565 mm,1880 kg,1417 kg,5.0,361 lt,235/45 R18,2600.0
1.950.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 CRDi Prime,2021,70.000 km,Yarı Otomatik,Dizel,SUV,Füme,1598 cc,136 hp,Önden Çekiş,"5,7 lt",54 lt,1 lokal boyalı,Sahibinden,-,Arka Tampon,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon,2021 - 2024,I Segment,18.370TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,4 sn",180 km/s,"5,7 lt","5,8 lt","5,1 lt",4500 mm,1865 mm,1650 mm,2185 kg,1576 kg,5.0,598 lt,235/55 R18,2680.0
1.920.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 T-GDi Comfort,2022,35.000 km,Yarı Otomatik,Benzin,SUV,Beyaz,1598 cc,180 hp,Önden Çekiş,"7,3 lt",54 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,I Segment,16.819TL,11.689TL,4.0,265 nm,5500 rpm,1500 rpm,"8,8 sn",201 km/s,"7,3 lt","8,9 lt","7,8 lt",4500 mm,1865 mm,1650 mm,2151 kg,1542 kg,5.0,620 lt,235/55 R18,2680.0
1.390.000TL,12 Şubat 2026,Hyundai,Kona,1.0 T-GDI Style,2021,36.000 km,Otomatik,Benzin,SUV,Kırmızı,998 cc,120 hp,Önden Çekiş,"5,3 lt",50 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2023,B Segment,14.658TL,12.837TL,3.0,200 nm,6000 rpm,1500 rpm,11 sn,180 km/s,"5,3 lt",6 lt,"4,9 lt",4205 mm,1800 mm,1550 mm,,1342 kg,5.0,374 lt,205/60 R16,2600.0
965.000TL,12 Şubat 2026,Hyundai,ix35,1.6 GDI Style,2014,145.000 km,Düz,Benzin,SUV,Beyaz,1591 cc,135 hp,Önden Çekiş,"6,8 lt",55 lt,1 lokal boyalı,Sahibinden,-,Sağ Arka Çamurluk,-,-,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2010 - 2015,I Segment,11.708TL,10.680TL,4.0,165 nm,6300 rpm,4850 rpm,"11,1 sn",160 km/s,"6,8 lt","8,2 lt",6 lt,4410 mm,1820 mm,1670 mm,1947 kg,1397 kg,5.0,591 lt,225/60 R17,2640.0
1.620.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 T-GDi Elite,2017,130.000 km,Yarı Otomatik,Benzin,SUV,Beyaz,1591 cc,177 hp,Önden Çekiş,"7,1 lt",62 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2016 - 2018,I Segment,16.927TL,11.275TL,4.0,265 nm,5500 rpm,4500 rpm,"9,1 sn",201 km/s,"7,1 lt",9 lt,6 lt,4475 mm,1850 mm,1660 mm,2135 kg,1609 kg,5.0,488 lt,245/45 R19,2670.0
2.180.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2021,67.500 km,Yarı Otomatik,Dizel,SUV,Füme,1598 cc,136 hp,Önden Çekiş,"5,7 lt",54 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,I Segment,16.541TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,4 sn",180 km/s,"5,7 lt","5,8 lt","5,1 lt",4500 mm,1865 mm,1650 mm,2185 kg,1576 kg,5.0,598 lt,235/50 R19,2680.0
2.600.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite Plus,2023,32.000 km,Yarı Otomatik,Dizel,SUV,Mavi (metalik),1598 cc,136 hp,4WD (Sürekli),"6,3 lt",54 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2021 - 2024,I Segment,15.556TL,11.689TL,4.0,320 nm,4000 rpm,2000 rpm,"11,6 sn",180 km/s,"6,3 lt","6,8 lt","5,5 lt",4500 mm,1865 mm,1650 mm,2244 kg,1635 kg,5.0,598 lt,235/50 R19,2680.0
555.000TL,12 Şubat 2026,Hyundai,Tucson,2.0 CRDi Dynamic,2005,259.000 km,Otomatik,Dizel,SUV,Mavi (metalik),1991 cc,113 hp,Önden Çekiş,,58 lt,"1 değişen, 1 boyalı",Sahibinden,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Motor Kaputu,Sağ Arka Çamurluk,-,2004 - 2006,I Segment,,,4.0,245 nm,4000 rpm,2000 rpm,,,,,,4325 mm,1795 mm,1680 mm,2120 kg,1541 kg,5.0,325 lt,235/60 R16,2630.0
1.445.000TL,12 Şubat 2026,Hyundai,Tucson,1.6 CRDi Elite,2020,85.000 km,Yarı Otomatik,Dizel,SUV,Kahverengi,1598 cc,136 hp,Önden Çekiş,"4,8 lt",62 lt,"1 değişen, 1 boyalı",Sahibinden,-,-,Motor Kaputu,Ön Tampon,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Arka Tampon,2018 - 2021,I Segment,17.340TL,11.450TL,4.0,320 nm,4000 rpm,2000 rpm,"11,8 sn",180 km/s,"4,8 lt","4,9 lt","4,7 lt",4480 mm,1850 mm,1660 mm,2108 kg,1582 kg,5.0,513 lt,245/45 R19,2670.0
